FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
140329;0000;16,9167;;;
140330;0000;11,8333;;;
140331;0000;25,7917;;;
140401;0000;;;36,3333;
140402;0000;;;43,4583;
140403;0000;;;32;
140404;0000;;;38,5833;
140405;0000;;;35,375;
140406;0000;;;21,0833;
140407;0000;;;55,2916;
140408;0000;33,8333;;;
140409;0000;38,1666;;;
140410;0000;45,9583;;;
140411;0000;43,8333;;;
140412;0000;;;19,9167;
140413;0000;;;0;
140414;0000;;;55,5416;
140415;0000;24,875;;;
140416;0000;49,6666;;;
140417;0000;62,2727;;;
140418;0000;73,8333;;;
140419;0000;82,875;;;
140420;0000;82,4583;;;
140421;0000;28,95;;;
140422;0000;24,2;;;
140423;0000;32,0416;;;
140424;0000;72,625;;;
140425;0000;119,458;;;
140426;0000;53,9583;;;
140427;0000;91,2916;;;
140428;0000;97,0833;;;
140429;0000;122,917;;;
140430;0000;40,375;;;
140501;0000;64,9583;;;
140502;0000;41,2916;;;
140503;0000;16,125;;;
140504;0000;65,25;;;
140505;0000;78,3478;;;
140506;0000;31,5;;;
140507;0000;23,25;;;
140508;0000;21,7917;;;
140509;0000;46,7916;;;
140510;0000;63,7083;;;
140511;0000;83,5416;;;
140512;0000;54,2083;;;
140513;0000;57,5;;;
140514;0000;52,625;;;
140515;0000;34,6666;;;
140516;0000;114,583;;;
140517;0000;212,667;;;
140518;0000;24,0417;;;
140519;0000;40,2083;;;
140520;0000;32,2916;;;
140521;0000;63,3333;;;
140522;0000;113,792;;;
140523;0000;149,333;;;
140524;0000;155,167;;;
140525;0000;76,4583;;;
140526;0000;61,7916;;;
140527;0000;113,917;;;
140528;0000;30,8333;;;
140529;0000;41,7083;;;
140530;0000;30,9167;;;
140531;0000;21,4583;;;
140601;0000;14,2917;;;
140602;0000;13,5;;;
140603;0000;36,0416;;;
140604;0000;30,875;;;
140605;0000;38,0416;;;
140606;0000;24,4545;;;
140607;0000;21,2083;;;
140608;0000;28,0833;;;
140609;0000;48,3043;;;
140610;0000;14,7083;;;
140611;0000;77,8333;;;
140612;0000;87,0416;;;
140613;0000;31,7083;;;
140614;0000;21,625;;;
140615;0000;82,25;;;
140616;0000;140,292;;;
140617;0000;191,542;;;
140618;0000;137,25;;;
140619;0000;123,583;;;
140620;0000;83,1666;;;
140621;0000;20,8333;;;
140622;0000;21,5417;;;
140623;0000;89,7916;;;
140624;0000;196;;;
140625;0000;236,167;;;
140626;0000;81,875;;;
140627;0000;159,625;;;
140628;0000;135,417;;;
140629;0000;42,2083;;;
140630;0000;50,9583;;;
140701;0000;44,5;;;
140702;0000;44,1666;;;
140703;0000;44,1666;;;
140704;0000;63,7916;;;
140705;0000;86,2916;;;
140706;0000;60,0416;;;
140707;0000;80,5652;;;
140708;0000;145,167;;;
140709;0000;261,875;;;
140710;0000;162,25;;;
140711;0000;78,5416;;;
140712;0000;51;;;
140713;0000;54,9583;;;
140714;0000;22,125;;;
140715;0000;39,6956;;;
140716;0000;37,1666;;;
140717;0000;117,333;;;
140718;0000;173,333;;;
140719;0000;173,583;;;
140720;0000;93,9583;;;
140721;0000;53,9583;;;
140722;0000;;;;
140723;0000;164,917;;;
140724;0000;63,4583;;;
140725;0000;45,6666;;;
140726;0000;56,0416;;;
140727;0000;11,9583;;;
140728;0000;29,0833;;;
140729;0000;43,0833;;;
140730;0000;53,0833;;;
140731;0000;21,2083;;;
140801;0000;18,5;;;
140802;0000;22,625;;;
140803;0000;59,0416;;;
140804;0000;109,583;;;
140805;0000;30,1739;;;
140806;0000;47,875;;;
140807;0000;84,125;;;
140808;0000;61,5;;;
140809;0000;79,5833;;;
140810;0000;107,5;;;
140811;0000;51,625;;;
140812;0000;124,136;;;
140813;0000;180,25;;;
140814;0000;175,792;;;
140815;0000;89,125;;;
140816;0000;81,625;;;
140817;0000;74,5833;;;
140818;0000;100,167;;;
140819;0000;59,9565;;;
140820;0000;74,1666;;;
140821;0000;96,4583;;;
140822;0000;65,3333;;;
140823;0000;22,7083;;;
140824;0000;45,5833;;;
140825;0000;68,625;;;
140826;0000;93,75;;;
140827;0000;78,2916;;;
140828;0000;59,4583;;;
140829;0000;;;368,75;
140830;0000;38,625;;;
140831;0000;40,875;;;
140901;0000;13,6956;;;
140902;0000;21,4167;;;
140903;0000;53,2083;;;
140904;0000;88,875;;;
140905;0000;18,375;;;
140906;0000;21;;;
140907;0000;16,875;;;
140908;0000;26,6667;;;
140909;0000;40,4166;;;
140910;0000;122,13;;;
140911;0000;114,083;;;
140912;0000;45,0416;;;
140913;0000;67,5;;;
140914;0000;60;;;
140915;0000;60,9166;;;
140916;0000;37,7083;;;
140917;0000;48,75;;;
140918;0000;24,4167;;;
140919;0000;34,8333;;;
140920;0000;27,0417;;;
140921;0000;18;;;
140922;0000;23,625;;;
140923;0000;34,8695;;;
140924;0000;22,0952;;;
140925;0000;38,2083;;;
140926;0000;38,5833;;;
140927;0000;22;;;
140928;0000;14,5;;;
140929;0000;33,1666;;;
140930;0000;34,5416;;;
141001;0000;60,3333;;;
141002;0000;46,5;;;
141003;0000;37,5;;;
141004;0000;31,375;;;
141005;0000;50,6666;;;
141006;0000;54,1304;;;
141007;0000;26,2727;;;
141008;0000;42;;;
141009;0000;48,5833;;;
141010;0000;71,842;;;
141011;0000;;;;
141012;0000;;;;
141013;0000;;;;
141014;0000;;;487,761;
141015;0000;41,9166;;;
141016;0000;27,4167;;;
141017;0000;30,7083;;;
141018;0000;37,7083;;;
141019;0000;27,9167;;;
141020;0000;18,4583;;;
141021;0000;21,2917;;;
141022;0000;19,1667;;;
141023;0000;;;438,062;
141024;0000;39,125;;;
141025;0000;35,9583;;;
141026;0000;22,2083;;;
141027;0000;34,1666;;;
141028;0000;20,2174;;;
141029;0000;16,7083;;;
141030;0000;31,25;;;
141031;0000;37,0833;;;
141101;0000;26,8708;;;
141102;0000;28,5437;;;
141103;0000;40,0163;;;
141104;0000;43,1887;;;
141105;0000;23,5841;;;
141106;0000;19,4079;;;
141107;0000;23,9836;;;
141108;0000;27,5221;;;
141109;0000;16,6008;;;
141110;0000;19,8979;;;
141111;0000;29,1626;;;
141112;0000;35,0449;;;
141113;0000;29,5662;;;
141114;0000;27,9912;;;
141115;0000;25,685;;;
141116;0000;28,18;;;
141117;0000;24,3365;;;
141118;0000;26,2536;;;
141119;0000;31,0562;;;
141120;0000;26,446;;;
141121;0000;30,1408;;;
141122;0000;29,6258;;;
141123;0000;23,7182;;;
141124;0000;19,2044;;;
141125;0000;20,0896;;;
141126;0000;22,3475;;;
141127;0000;27,767;;;
141128;0000;31,19;;;
141129;0000;21,4073;;;
141130;0000;21,4626;;;
141201;0000;24,3991;;;
141202;0000;32,0049;;;
141203;0000;32,9587;;;
141204;0000;34,4117;;;
141205;0000;24,8176;;;
141206;0000;26,9808;;;
141207;0000;21,3065;;;
141208;0000;22,0666;;;
141209;0000;35,0791;;;
141210;0000;34,3316;;;
141211;0000;32,22;;;
141212;0000;32,6049;;;
141213;0000;;;44,727;
141214;0000;;;;
141215;0000;;;;
141216;0000;;;;
141217;0000;;;;
141218;0000;;;;
141219;0000;;;;
141220;0000;;;;
141221;0000;;;;
141222;0000;;;;
141223;0000;25,6127;;;
141224;0000;23,83;;;
141225;0000;20,1704;;;
141226;0000;25,4533;;;
141227;0000;18,9778;;;
141228;0000;20,573;;;
141229;0000;23,8763;;;
141230;0000;18,1818;;;
141231;0000;45,3766;;;
150101;0000;25,0833;;;
150102;0000;16,6522;;;
150103;0000;17,75;;;
150104;0000;16,9583;;;
150105;0000;19,2917;;;
150106;0000;26,4167;;;
150107;0000;33,4583;;;
150108;0000;31,625;;;
150109;0000;25,125;;;
150110;0000;24,4167;;;
150111;0000;27,7917;;;
150112;0000;29,5833;;;
150113;0000;22,3333;;;
150114;0000;26,4583;;;
150115;0000;38,1666;;;
150116;0000;29,9565;;;
150117;0000;20,25;;;
150118;0000;13,8333;;;
150119;0000;23,9583;;;
150120;0000;37,8695;;;
150121;0000;27,6667;;;
150122;0000;28,3182;;;
150123;0000;31,375;;;
150124;0000;22,375;;;
150125;0000;19,6522;;;
150126;0000;29,0869;;;
150127;0000;34,7083;;;
150128;0000;32,875;;;
150129;0000;38,2916;;;
150130;0000;28,1667;;;
150131;0000;22,875;;;
150201;0000;26,2727;;;
150202;0000;37,625;;;
150203;0000;38,4166;;;
150204;0000;35,7391;;;
150205;0000;34,8182;;;
150206;0000;25,7727;;;
150207;0000;30,6667;;;
150208;0000;21,8636;;;
150209;0000;23,2917;;;
150210;0000;31,9583;;;
150211;0000;31,3333;;;
150212;0000;33,5416;;;
150213;0000;37,75;;;
150214;0000;35,0833;;;
150215;0000;25,3333;;;
150216;0000;32,9583;;;
150217;0000;39,8333;;;
150218;0000;45,3333;;;
150219;0000;31,0454;;;
150220;0000;37,3333;;;
150221;0000;38,0869;;;
150222;0000;27,7826;;;
150223;0000;41,9;;;
150224;0000;36,1364;;;
150225;0000;66,1666;;;
150226;0000;58,6522;;;
150227;0000;51,5217;;;
150228;0000;41,5416;;;
150301;0000;35,9583;;;
150302;0000;34,7916;;;
150303;0000;34,25;;;
150304;0000;43,8333;;;
150305;0000;36,5416;;;
150306;0000;24,0417;;;
150307;0000;27,8333;;;
150308;0000;19,5417;;;
150309;0000;41,6086;;;
150310;0000;45,125;;;
150311;0000;34,4166;;;
150312;0000;38,4583;;;
150313;0000;37,2916;;;
150314;0000;32,375;;;
150315;0000;28,4583;;;
150316;0000;37,5;;;
150317;0000;28,2083;;;
150318;0000;43,7083;;;
150319;0000;43,4166;;;
150320;0000;37,2083;;;
150321;0000;47,6666;;;
150322;0000;46,625;;;
150323;0000;50,625;;;
150324;0000;62,3043;;;
150325;0000;55,5416;;;
150326;0000;47,25;;;
150327;0000;51,25;;;
150328;0000;35,8333;;;
150329;0000;20,2917;;;
150330;0000;30,0833;;;
150331;0000;38,125;;;
150401;0000;32,3333;;;
150402;0000;14,5833;;;
150403;0000;21,25;;;
150404;0000;16,2917;;;
150405;0000;17,5833;;;
150406;0000;35,875;;;
150407;0000;27,3333;;;
150408;0000;24,3333;;;
150409;0000;24,25;;;
150410;0000;32,5416;;;
150411;0000;40;;;
150412;0000;44,25;;;
150413;0000;21,6522;;;
150414;0000;36,2083;;;
150415;0000;75,4166;;;
150416;0000;41,125;;;
150417;0000;51,9166;;;
150418;0000;53,75;;;
150419;0000;47,4166;;;
150420;0000;37,2916;;;
150421;0000;80,75;;;
150422;0000;128,208;;;
150423;0000;107,833;;;
150424;0000;162,208;;;
150425;0000;38,9166;;;
150426;0000;87,5;;;
150427;0000;346,75;;;
150428;0000;246,454;;;
150429;0000;36,5833;;;
150430;0000;75,5;;;
150501;0000;59,3333;;;
150502;0000;79,9583;;;
150503;0000;56,7083;;;
150504;0000;64,8635;;;
150505;0000;132,208;;;
150506;0000;156,75;;;
150507;0000;177,042;;;
150508;0000;45,0833;;;
150509;0000;28,375;;;
150510;0000;97,75;;;
150511;0000;67;;;
150512;0000;63,9091;;;
150513;0000;93,2916;;;
150514;0000;96,2083;;;
150515;0000;34,2775;;;
150516;0000;20,8116;;;
150517;0000;31,002;;;
150518;0000;55,8383;;;
150519;0000;45,7999;;;
150520;0000;23,4608;;;
150521;0000;35,6775;;;
150522;0000;24,8071;;;
150523;0000;98,4229;;;
150524;0000;103,804;;;
150525;0000;195,352;;;
150526;0000;108,719;;;
150527;0000;154,643;;;
150528;0000;60,2949;;;
150529;0000;52,7758;;;
150530;0000;32,6021;;;
150531;0000;24,1225;;;
150601;0000;21,2046;;;
150602;0000;17,4138;;;
150603;0000;60,8428;;;
150604;0000;25,2831;;;
150605;0000;25,2229;;;
150606;0000;25,5541;;;
150607;0000;45,7366;;;
150608;0000;43,2543;;;
150609;0000;40,5516;;;
150610;0000;51,1891;;;
150611;0000;90,4016;;;
150612;0000;53,4982;;;
150613;0000;26,3383;;;
150614;0000;39,9979;;;
150615;0000;63,2712;;;
150616;0000;34,1845;;;
150617;0000;156,183;;;
150618;0000;143,462;;;
150619;0000;106,673;;;
150620;0000;158,001;;;
150621;0000;105,621;;;
150622;0000;169,85;;;
150623;0000;162,75;;;
150624;0000;57,6466;;;
150625;0000;33,9941;;;
150626;0000;97,8036;;;
150627;0000;86,4182;;;
150628;0000;209,727;;;
150629;0000;98,1349;;;
150630;0000;70,7333;;;
150701;0000;84,3124;;;
150702;0000;145,647;;;
150703;0000;102,647;;;
150704;0000;91,9349;;;
150705;0000;27,4417;;;
150706;0000;45,3604;;;
150707;0000;28,8516;;;
150708;0000;36,902;;;
150709;0000;58,0396;;;
150710;0000;134,177;;;
150711;0000;59,1928;;;
150712;0000;57,2862;;;
150713;0000;58,9095;;;
150714;0000;43,8345;;;
150715;0000;24,3021;;;
150716;0000;34,3437;;;
150717;0000;36,5025;;;
150718;0000;41,927;;;
150719;0000;93,6699;;;
150720;0000;101,699;;;
150721;0000;91,6715;;;
150722;0000;81,5544;;;
150723;0000;105,396;;;
150724;0000;99,5386;;;
150725;0000;22,5408;;;
150726;0000;15,4216;;;
150727;0000;28,6879;;;
150728;0000;53,2491;;;
150729;0000;51,5779;;;
150730;0000;47,5645;;;
150731;0000;21,6865;;;
150801;0000;;;;
150802;0000;32,9039;;;
150803;0000;97,7961;;;
150804;0000;80,8086;;;
150805;0000;17,6933;;;
150806;0000;38,8716;;;
150807;0000;;;;
150808;0000;62,4177;;;
150809;0000;30,7691;;;
150810;0000;104,954;;;
150811;0000;137,912;;;
150812;0000;150,333;;;
150813;0000;129,987;;;
150814;0000;50,9691;;;
150815;0000;77,1345;;;
150816;0000;127,547;;;
150817;0000;46,1645;;;
150818;0000;47,3966;;;
150819;0000;74,2195;;;
150820;0000;59,5645;;;
150821;0000;28,52;;;
150822;0000;31,5024;;;
150823;0000;36,3512;;;
150824;0000;36,3516;;;
150825;0000;18,4867;;;
150826;0000;32,8953;;;
150827;0000;30,0396;;;
150828;0000;16,2267;;;
150829;0000;52,8458;;;
150830;0000;45,1233;;;
150831;0000;41,2825;;;
150901;0000;73,4728;;;
150902;0000;75,7407;;;
150903;0000;58,8307;;;
150904;0000;84,2319;;;
150905;0000;65,7366;;;
150906;0000;;;17,4062;
150907;0000;;;23,9079;
150908;0000;50,6957;;;
150909;0000;59,2275;;;
150910;0000;54,437;;;
150911;0000;75,4253;;;
150912;0000;60,3799;;;
150913;0000;82,0803;;;
150914;0000;79,5846;;;
150915;0000;60,5395;;;
150916;0000;94,1599;;;
150917;0000;99,5657;;;
150918;0000;74,8533;;;
150919;0000;75,1653;;;
150920;0000;66,6941;;;
150921;0000;62,9841;;;
150922;0000;83,8995;;;
150923;0000;39,5051;;;
150924;0000;17,2062;;;
150925;0000;35,2344;;;
150926;0000;36,0291;;;
150927;0000;14,7787;;;
150928;0000;31,3411;;;
150929;0000;41,7787;;;
150930;0000;57,9641;;;
151001;0000;20,5328;;;
151002;0000;24,95;;;
151003;0000;36,7728;;;
151004;0000;14,1983;;;
151005;0000;15,4999;;;
151006;0000;24,3112;;;
151007;0000;32,0826;;;
151008;0000;67,0349;;;
151009;0000;52,1428;;;
151010;0000;22,8708;;;
151011;0000;37,557;;;
151012;0000;34,0082;;;
151013;0000;26,4;;;
151014;0000;27,7574;;;
151015;0000;32,7641;;;
151016;0000;51,2933;;;
151017;0000;45,0396;;;
151018;0000;21,1654;;;
151019;0000;22,9354;;;
151020;0000;26,4129;;;
151021;0000;37,657;;;
151022;0000;35,8383;;;
151023;0000;49,7074;;;
151024;0000;29,5891;;;
151025;0000;18,0461;;;
151026;0000;25,3862;;;
151027;0000;26,4558;;;
151028;0000;24,5879;;;
151029;0000;28,2921;;;
151030;0000;28,44;;;
151031;0000;27,5343;;;
151101;0000;26,4179;;;
151102;0000;29,8045;;;
151103;0000;34,7628;;;
151104;0000;46,3266;;;
151105;0000;34,7208;;;
151106;0000;30,8966;;;
151107;0000;20,6971;;;
151108;0000;28,5179;;;
151109;0000;15,8352;;;
151110;0000;21,5136;;;
151111;0000;31,5887;;;
151112;0000;26,8833;;;
151113;0000;24,5891;;;
151114;0000;20,9666;;;
151115;0000;13,7094;;;
151116;0000;21,6636;;;
151117;0000;23,4633;;;
151118;0000;30,3291;;;
151119;0000;29,7591;;;
151120;0000;25,0687;;;
151121;0000;17,3817;;;
151122;0000;16,3425;;;
151123;0000;20,622;;;
151124;0000;22,165;;;
151125;0000;19,5508;;;
151126;0000;20,657;;;
151127;0000;16,7825;;;
151128;0000;26,1049;;;
151129;0000;19,885;;;
151130;0000;23,1387;;;
151201;0000;31,3233;;;
151202;0000;41,897;;;
151203;0000;29,8395;;;
151204;0000;22,9791;;;
151205;0000;30,4816;;;
151206;0000;16,5054;;;
151207;0000;27,0683;;;
151208;0000;27,4508;;;
151209;0000;28,1435;;;
151210;0000;20,259;;;
151211;0000;19,0233;;;
151212;0000;17,3619;;;
151213;0000;10,1101;;;
151214;0000;12,3056;;;
151215;0000;17,2556;;;
151216;0000;17,7069;;;
151217;0000;18,3021;;;
151218;0000;24,722;;;
151219;0000;21,5121;;;
151220;0000;18,4708;;;
151221;0000;19,3591;;;
151222;0000;10,8142;;;
151223;0000;15,8902;;;
151224;0000;17,0521;;;
151225;0000;17,35;;;
151226;0000;19,5404;;;
151227;0000;17,9304;;;
151228;0000;22,2539;;;
151229;0000;57,7762;;;
151230;0000;68,1461;;;
151231;0000;31,6591;;;
160101;0000;36,9304;;;
160102;0000;19,1754;;;
160103;0000;24,9229;;;
160104;0000;36,6799;;;
160105;0000;62,8029;;;
160106;0000;50,0041;;;
160107;0000;60,3307;;;
160108;0000;46,6995;;;
160109;0000;41,3624;;;
160110;0000;27,5929;;;
160111;0000;35,2751;;;
160112;0000;22,7904;;;
160113;0000;32,5678;;;
160114;0000;32,2778;;;
160115;0000;40,3903;;;
160116;0000;28,252;;;
160117;0000;27,5925;;;
160118;0000;37,297;;;
160119;0000;29,7983;;;
160120;0000;32,4615;;;
160121;0000;;;35,4806;
160122;0000;;;3,85587;
160123;0000;;;3,1685;
160124;0000;;;2,11962;
160125;0000;;;21,1095;
160126;0000;34,85;;;
160127;0000;14,8184;;;
160128;0000;14,4758;;;
160129;0000;18,5083;;;
160130;0000;25,955;;;
160131;0000;32,2783;;;
160201;0000;36,629;;;
160202;0000;24,0516;;;
160203;0000;26,3908;;;
160204;0000;22,9275;;;
160205;0000;33,7758;;;
160206;0000;32,9295;;;
160207;0000;28,1841;;;
160208;0000;26,7295;;;
160209;0000;34,8841;;;
160210;0000;39,8008;;;
160211;0000;45,3195;;;
160212;0000;22,5629;;;
160213;0000;15,7645;;;
160214;0000;16,2667;;;
160215;0000;22,3723;;;
160216;0000;24,1879;;;
160217;0000;29,4847;;;
160218;0000;13,9308;;;
160219;0000;20,6204;;;
160220;0000;20,1941;;;
160221;0000;19,9966;;;
160222;0000;18,0708;;;
160223;0000;29,0468;;;
160224;0000;27,1116;;;
160225;0000;19,3266;;;
160226;0000;23,6087;;;
160227;0000;26,6816;;;
160228;0000;23,4604;;;
160229;0000;31,4133;;;
160301;0000;33,0795;;;
160302;0000;34,7025;;;
160303;0000;24,7169;;;
160304;0000;38,7516;;;
160305;0000;44,6978;;;
160306;0000;28,8958;;;
160307;0000;;;;
160308;0000;;;;
160309;0000;28,1218;;;
160310;0000;46,2541;;;
160311;0000;46,2491;;;
160312;0000;54,152;;;
160313;0000;35,7999;;;
160314;0000;34,2583;;;
160315;0000;43,9553;;;
160316;0000;;;;
160317;0000;;;;
160318;0000;28,312;;;
160319;0000;25,3751;;;
160320;0000;25,4129;;;
160321;0000;20,1232;;;
160322;0000;28,87;;;
160323;0000;25,2937;;;
160324;0000;48,0453;;;
160325;0000;66,2603;;;
160326;0000;53,7787;;;
160327;0000;44,5283;;;
160328;0000;63,266;;;
160329;0000;73,6366;;;
160330;0000;41,4153;;;
160331;0000;14,9008;;;
160401;0000;27,1287;;;
160402;0000;33,3849;;;
160403;0000;33,702;;;
160404;0000;43,0916;;;
160405;0000;54,3433;;;
160406;0000;41,1716;;;
160407;0000;34,045;;;
160408;0000;42,2183;;;
160409;0000;54,6303;;;
160410;0000;40,3729;;;
160411;0000;60,9482;;;
160412;0000;64,1934;;;
160413;0000;41,7056;;;
160414;0000;15,1489;;;
160415;0000;13,5021;;;
160416;0000;27,0916;;;
160417;0000;41,9904;;;
160418;0000;100,146;;;
160419;0000;38,0433;;;
160420;0000;20,3301;;;
160421;0000;77,3044;;;
160422;0000;33,6229;;;
160423;0000;21,4175;;;
160424;0000;61,6487;;;
160425;0000;88,9412;;;
160426;0000;89,3928;;;
160427;0000;96,5682;;;
160428;0000;139,378;;;
160429;0000;116,609;;;
160430;0000;124,351;;;
160501;0000;65,1707;;;
160502;0000;58,0283;;;
160503;0000;86,3816;;;
160504;0000;88,5876;;;
160505;0000;107,689;;;
160506;0000;107,644;;;
160507;0000;101,452;;;
160508;0000;68,4612;;;
160509;0000;103,59;;;
160510;0000;139,038;;;
160511;0000;50,3474;;;
160512;0000;51,0685;;;
160513;0000;94,8032;;;
160514;0000;59,2437;;;
160515;0000;55,4787;;;
160516;0000;113,62;;;
160517;0000;108,359;;;
160518;0000;73,5598;;;
160519;0000;86,2428;;;
160520;0000;132,761;;;
160521;0000;80,5815;;;
160522;0000;145,686;;;
160523;0000;156,862;;;
160524;0000;51,6391;;;
160525;0000;32,8991;;;
160526;0000;68,0066;;;
160527;0000;131,679;;;
160528;0000;77,4244;;;
160529;0000;60,0103;;;
160530;0000;65,8545;;;
160531;0000;66,1887;;;
160601;0000;61,5746;;;
160602;0000;110,829;;;
160603;0000;56,337;;;
160604;0000;43,8433;;;
160605;0000;68,63;;;
160606;0000;49,7183;;;
160607;0000;99,3258;;;
160608;0000;68,015;;;
160609;0000;85,8329;;;
160610;0000;179,848;;;
160611;0000;144,834;;;
160612;0000;184,456;;;
160613;0000;162,004;;;
160614;0000;84,7633;;;
160615;0000;117,578;;;
160616;0000;166,189;;;
160617;0000;163,452;;;
160618;0000;170,793;;;
160619;0000;122,887;;;
160620;0000;85,3883;;;
160621;0000;168,605;;;
160622;0000;84,6696;;;
160623;0000;102,218;;;
160624;0000;110,588;;;
160625;0000;64,9116;;;
160626;0000;141,479;;;
160627;0000;131,032;;;
160628;0000;132,104;;;
160629;0000;99,6863;;;
160630;0000;80,7975;;;
160701;0000;155,688;;;
160702;0000;143,201;;;
160703;0000;237,862;;;
160704;0000;233,185;;;
160705;0000;128,534;;;
160706;0000;44,7654;;;
160707;0000;88,4104;;;
160708;0000;53,5022;;;
160709;0000;59,2762;;;
160710;0000;23,1008;;;
160711;0000;31,5058;;;
160712;0000;80,85;;;
160713;0000;31,9908;;;
160714;0000;46,5221;;;
160715;0000;65,9637;;;
160716;0000;114,475;;;
160717;0000;47,9496;;;
160718;0000;90,3246;;;
160719;0000;85,5599;;;
160720;0000;51,6099;;;
160721;0000;58,7133;;;
160722;0000;40,3137;;;
160723;0000;42,37;;;
160724;0000;49,3995;;;
160725;0000;48,0444;;;
160726;0000;128,464;;;
160727;0000;116,068;;;
160728;0000;48,305;;;
160729;0000;51,7029;;;
160730;0000;44,9395;;;
160731;0000;31,6133;;;
160801;0000;85,775;;;
160802;0000;107,883;;;
160803;0000;44,1162;;;
160804;0000;50,6204;;;
160805;0000;38,2791;;;
160806;0000;22,6022;;;
160807;0000;32,7346;;;
160808;0000;129,942;;;
160809;0000;121,002;;;
160810;0000;70,73;;;
160811;0000;53,6823;;;
160812;0000;54,2462;;;
160813;0000;63,6642;;;
160814;0000;39,7752;;;
160815;0000;29,2787;;;
160816;0000;30,4859;;;
160817;0000;22,2383;;;
160818;0000;29,2729;;;
160819;0000;45,6;;;
160820;0000;92,8134;;;
160821;0000;89,7828;;;
160822;0000;89,4125;;;
160823;0000;42,2687;;;
160824;0000;30,9925;;;
160825;0000;25,7133;;;
160826;0000;79,7479;;;
160827;0000;97,0195;;;
160828;0000;73,0531;;;
160829;0000;41,217;;;
160830;0000;45,0117;;;
160831;0000;78,3995;;;
160901;0000;140,177;;;
160902;0000;65,5746;;;
160903;0000;29,9875;;;
160904;0000;39,4072;;;
160905;0000;104,921;;;
160906;0000;90,1345;;;
160907;0000;71,8636;;;
160908;0000;51,6537;;;
160909;0000;34,3041;;;
160910;0000;48,5233;;;
160911;0000;31,2208;;;
160912;0000;12,0196;;;
160913;0000;46,7679;;;
160914;0000;59,5792;;;
160915;0000;60,4754;;;
160916;0000;71,2979;;;
160917;0000;44,1971;;;
160918;0000;39,3546;;;
160919;0000;30,8425;;;
160920;0000;40,8633;;;
160921;0000;32,8369;;;
160922;0000;63,7471;;;
160923;0000;64,3909;;;
160924;0000;62,9896;;;
160925;0000;45,7722;;;
160926;0000;51,5195;;;
160927;0000;43,1087;;;
160928;0000;65,1642;;;
160929;0000;27,4971;;;
160930;0000;19,7687;;;
161001;0000;34,2783;;;
161002;0000;32,5168;;;
161003;0000;37,6175;;;
161004;0000;36,0042;;;
161005;0000;45,5162;;;
161006;0000;21,6517;;;
161007;0000;38,5266;;;
161008;0000;32,6071;;;
161009;0000;33,1101;;;
161010;0000;26,8465;;;
161011;0000;30,0038;;;
161012;0000;24,0475;;;
161013;0000;24,5554;;;
161014;0000;33,5104;;;
161015;0000;23,08;;;
161016;0000;24,3065;;;
161017;0000;25,875;;;
